,sofifa_id,short_name,preferred_foot,overall,player_positions,weak_foot,skill_moves,work_rate,body_type,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
4134,215247,M. Ingvartsen,Left,71,"CF, CAM, ST",3,3,High/Medium,Normal (185+),63.0,75.0,63.0,72.0,36.0,72.0,62,76,69,63,73,73,77,46,53,74,67,60,66,70,71,79,67,82,74,75,56,25,69,71,64,67,33,38,30,12,13,10,14,7,
4135,215262,F. Márquez,Right,71,ST,4,3,Medium/Medium,Normal (170-185),70.0,70.0,62.0,66.0,38.0,70.0,48,72,77,70,73,62,58,59,57,69,66,74,65,68,75,71,83,55,81,64,58,25,70,67,63,80,37,37,33,11,14,6,13,11,
4136,215334,G. Carrillo,Right,71,ST,3,3,Medium/Medium,Normal (185+),46.0,74.0,54.0,70.0,39.0,72.0,34,72,80,64,77,71,46,36,57,72,35,55,64,71,53,76,77,62,76,72,72,34,78,59,75,70,43,29,26,10,11,6,9,12,
4137,215556,E. Fernandes,Right,71,"CM, CDM",4,2,Medium/Medium,Lean (185+),67.0,65.0,67.0,72.0,70.0,69.0,57,60,45,77,56,73,57,51,74,76,68,66,66,64,60,78,56,74,72,72,60,78,56,62,55,63,72,70,70,12,7,13,15,13,
4138,216270,G. Honeyman,Right,71,"CM, CAM",3,3,High/High,Normal (170-185),72.0,65.0,71.0,70.0,65.0,73.0,69,67,48,72,55,69,69,66,70,69,69,75,71,69,80,66,59,91,64,60,74,64,68,72,64,69,65,70,67,11,15,16,10,8,
4139,216282,R. Framberger,Right,71,"RB, RWB",3,2,Medium/Medium,Normal (170-185),81.0,41.0,56.0,58.0,69.0,61.0,61,41,54,64,40,50,38,40,51,63,77,84,68,69,73,42,62,64,58,38,65,67,52,48,39,56,70,73,71,13,15,11,8,9,
4140,216302,E. García,Right,71,LB,5,3,Medium/High,Normal (170-185),70.0,52.0,60.0,70.0,67.0,66.0,64,40,56,65,41,68,64,58,58,68,71,70,87,61,86,67,77,86,58,66,56,79,53,48,58,66,65,66,65,14,11,12,12,12,
4141,216437,Wallace,Right,71,CB,2,2,Medium/Medium,Normal (185+),65.0,28.0,44.0,49.0,71.0,74.0,34,21,72,59,36,45,33,29,50,52,63,66,46,70,37,40,74,51,85,26,76,71,25,31,45,68,72,70,69,15,11,11,10,11,
4142,216463,H. Sakhi,Right,71,"CM, LM, RM",3,4,High/Low,Lean (170-185),72.0,66.0,73.0,72.0,57.0,60.0,65,69,35,80,59,72,69,70,75,72,73,72,75,67,71,63,59,71,58,62,51,60,71,68,66,68,58,60,59,9,13,12,16,11,
4143,216483,T. Fosu,Right,71,"LW, RW, CAM",3,4,Medium/Medium,Lean (170-185),85.0,64.0,64.0,73.0,38.0,62.0,67,67,39,66,44,72,54,47,63,71,87,83,84,65,77,62,52,70,65,64,45,40,65,64,57,66,55,26,22,11,13,9,12,7,
4144,216520,J. Güemez,Right,71,"CDM, CM",3,3,Medium/High,Stocky (170-185),57.0,67.0,67.0,66.0,68.0,85.0,66,59,62,68,72,63,73,58,66,71,53,61,65,63,59,82,83,76,90,75,86,68,59,67,51,72,66,70,71,10,10,7,13,10,
4145,216530,P. Velázquez,Left,71,ST,3,3,High/Low,Normal (185+),64.0,72.0,53.0,67.0,30.0,76.0,32,74,78,56,61,68,65,70,49,68,65,64,67,71,42,77,67,63,85,65,73,25,71,66,73,71,28,21,24,8,9,14,12,6,
4146,216750,P. Carlgren,Right,71,GK,3,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,17,17,15,44,17,18,22,18,40,35,40,40,54,70,50,51,62,34,65,18,26,20,16,58,21,57,23,14,14,70,69,68,69,72,40.0
4147,216751,D. Bejarano,Right,71,"RB, RWB, RM",2,2,High/Medium,Lean (170-185),66.0,38.0,61.0,62.0,68.0,58.0,77,48,58,67,31,57,55,29,64,69,70,63,54,65,76,24,60,77,48,29,57,65,44,44,39,57,67,75,70,14,12,11,14,12,
4148,216860,V. Černý,Left,71,"RW, LW",3,3,Medium/High,Lean (170-185),83.0,65.0,61.0,74.0,27.0,53.0,61,67,42,63,60,75,75,58,48,74,82,83,87,66,65,65,33,65,48,66,54,35,65,66,50,64,27,20,19,11,10,10,11,11,
4149,217007,M. Thiam,Right,71,"LW, ST",3,3,Medium/Medium,Lean (185+),75.0,70.0,65.0,72.0,26.0,72.0,69,71,71,67,68,72,56,46,56,72,73,76,76,65,64,73,80,64,79,68,62,16,73,69,61,71,26,20,22,11,9,7,15,14,
4150,217047,A. Godoy,Left,71,"CDM, CM",2,3,Medium/Medium,Normal (170-185),32.0,55.0,64.0,66.0,64.0,75.0,42,53,51,77,31,65,50,47,74,67,33,32,61,65,63,73,66,74,73,54,84,68,56,64,36,73,67,63,62,8,15,14,9,6,
4151,217287,J. De Sart,Right,71,"CM, CDM, CAM",3,3,Medium/Medium,Lean (185+),51.0,67.0,72.0,68.0,68.0,69.0,72,60,71,72,69,66,69,71,76,71,54,49,64,68,65,80,53,80,63,75,73,70,62,72,55,73,66,67,66,12,14,12,8,8,
4152,217565,Jubal,Right,71,CB,2,2,Medium/Medium,Lean (185+),57.0,29.0,44.0,54.0,71.0,73.0,29,22,71,64,30,51,36,27,40,56,52,61,53,70,54,42,90,60,78,25,74,71,30,32,48,57,72,71,69,12,12,11,9,8,
4153,217821,Henrique,Left,71,LB,3,3,High/Medium,Normal (170-185),76.0,45.0,61.0,70.0,68.0,65.0,61,47,54,70,30,68,34,37,66,71,75,77,73,68,78,58,60,73,59,30,69,69,53,52,39,67,68,74,66,10,7,14,13,15,
4154,218745,O. Ntcham,Right,71,"CM, CAM",3,3,High/Medium,Normal (170-185),67.0,67.0,72.0,75.0,63.0,73.0,68,61,51,74,66,75,73,70,72,77,69,66,77,59,79,76,74,73,76,72,66,65,68,75,72,77,66,63,60,8,14,14,6,6,
4155,219174,R. Carrera,Right,71,"RM, LM",4,3,Medium/Medium,Stocky (170-185),80.0,64.0,66.0,69.0,42.0,68.0,73,64,48,63,58,70,70,56,62,71,79,80,66,67,60,62,91,68,72,65,52,45,70,70,62,63,41,41,39,14,16,15,8,12,
4156,219180,Dani Calvo,Right,71,CB,3,2,Medium/Medium,Normal (185+),47.0,46.0,56.0,51.0,71.0,76.0,52,39,73,66,31,43,42,45,56,61,50,44,48,71,36,58,85,66,82,50,73,70,45,48,55,59,71,72,66,11,7,12,13,13,
4157,219181,Pedro Tiba,Right,71,"CM, CDM",4,3,Medium/Medium,Normal (170-185),61.0,65.0,69.0,73.0,57.0,75.0,63,63,52,72,56,71,70,59,70,74,62,61,73,73,79,74,73,82,73,65,70,66,68,72,57,73,46,63,60,16,7,13,6,15,
4158,219452,J. Fernández,Right,71,"CDM, CM",3,2,Medium/High,Normal (170-185),67.0,54.0,61.0,68.0,69.0,76.0,51,52,64,72,36,64,41,43,62,72,66,67,70,70,66,61,70,83,74,56,73,67,60,62,52,68,70,72,64,10,15,12,9,12,
4159,219546,J. Murillo,Right,71,"CB, RB",3,2,Medium/High,Normal (170-185),79.0,38.0,53.0,61.0,70.0,79.0,52,35,68,59,36,59,59,37,56,57,81,77,73,68,68,45,82,81,79,36,74,74,39,42,39,63,70,70,68,8,15,9,10,15,
4160,219652,Rober Ibáñez,Right,71,"RM, LM, ST",4,3,Medium/Medium,Normal (170-185),75.0,67.0,70.0,73.0,48.0,53.0,69,69,52,71,59,72,73,71,68,73,74,76,78,69,87,68,56,50,54,65,52,56,69,72,63,68,41,49,42,11,10,9,12,11,
4161,219709,Saúl,Left,71,LB,3,3,High/Medium,Normal (170-185),69.0,45.0,67.0,68.0,68.0,65.0,73,29,69,70,22,67,70,65,72,73,70,68,61,70,62,66,63,61,69,65,59,68,49,53,43,55,67,69,70,7,14,15,15,9,
4162,219736,E. Horvath,Right,71,GK,3,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,11,17,13,31,14,16,16,17,30,22,48,49,54,72,32,43,64,30,64,19,27,10,11,50,11,31,14,9,8,78,66,57,62,76,48.0
4163,219777,Chema Rodríguez,Left,71,"CB, LB",3,2,Medium/High,Normal (185+),59.0,59.0,57.0,60.0,72.0,71.0,48,55,70,67,72,54,36,33,67,68,60,58,65,68,52,75,72,63,72,56,78,71,34,54,48,65,70,74,74,15,11,6,14,12,
4164,219912,L. Manyama,Left,71,"CAM, LM, RM",4,3,Medium/Medium,Stocky (170-185),73.0,74.0,65.0,69.0,38.0,63.0,61,75,73,68,71,70,21,69,66,72,75,71,56,70,65,78,70,69,63,70,55,16,75,72,75,67,49,33,29,8,15,13,9,15,
4165,220029,S. Khaoui,Left,71,"CAM, RM, CM",3,3,Medium/Medium,Lean (170-185),65.0,68.0,70.0,73.0,46.0,60.0,70,68,45,71,59,75,73,71,70,73,67,63,76,66,67,74,63,70,61,69,42,32,70,69,49,66,51,50,49,12,14,11,14,9,
4166,220031,O. McBurnie,Right,71,ST,3,3,Medium/Medium,Lean (185+),55.0,70.0,57.0,68.0,34.0,76.0,40,72,77,69,72,69,42,31,55,73,55,55,55,72,54,77,77,69,79,58,77,28,71,66,65,68,32,29,20,13,11,12,13,13,
4167,220058,D. Phillips,Right,71,GK,3,1,Medium/Medium,Stocky (185+),0.0,0.0,0.0,0.0,0.0,0.0,19,15,12,32,19,21,19,20,18,27,48,43,30,69,54,47,51,38,58,18,19,14,6,20,27,46,24,20,16,73,69,62,70,72,46.0
4168,220061,N. Gyömbér,Right,71,CB,3,2,Medium/High,Lean (185+),57.0,31.0,42.0,50.0,73.0,67.0,34,24,78,57,29,46,20,20,53,55,51,61,36,66,59,56,70,47,75,27,69,74,20,26,23,65,72,73,71,9,8,9,14,11,
4169,220087,Fabrício Baiano,Right,71,"CDM, CM, RB",3,2,Medium/Medium,Stocky (170-185),87.0,55.0,58.0,68.0,68.0,85.0,56,51,53,69,40,69,44,41,60,67,86,88,68,69,71,79,83,88,86,54,81,69,42,47,35,57,66,73,69,10,14,10,12,10,
4170,220128,J. Cristaldo,Right,71,ST,4,3,High/Medium,Normal (170-185),74.0,70.0,64.0,74.0,29.0,70.0,59,69,70,69,71,74,67,49,58,73,73,75,77,69,77,75,63,68,71,69,73,35,67,67,65,77,19,23,21,13,13,16,12,9,
4171,220198,B. Celina,Right,71,"CAM, LM",3,4,Medium/Medium,Lean (170-185),80.0,66.0,71.0,73.0,25.0,61.0,69,63,43,72,59,73,69,74,70,71,82,78,82,67,79,73,44,71,62,69,49,18,66,73,69,68,26,27,15,9,15,16,10,8,
4172,220209,K. Lawrence,Left,71,LB,3,3,Medium/Medium,Normal (170-185),84.0,48.0,62.0,65.0,67.0,76.0,66,36,58,68,41,63,72,67,61,65,83,84,78,65,71,72,88,75,76,53,73,69,61,46,33,59,67,68,68,14,7,13,9,9,
4173,220245,B. Zungu,Right,71,"CDM, CM",2,2,Medium/Medium,Lean (170-185),57.0,66.0,70.0,69.0,68.0,74.0,72,65,59,71,71,68,75,59,72,72,55,58,65,68,63,70,77,76,73,61,74,68,67,67,69,73,67,71,69,6,14,12,15,16,
4174,220466,F. Mattiello,Left,71,"RM, LM",4,3,Medium/Medium,Lean (170-185),72.0,64.0,70.0,73.0,69.0,61.0,74,53,68,72,70,73,76,59,68,74,71,73,73,68,71,76,52,70,54,76,67,65,65,66,58,66,65,74,73,7,5,8,9,5,
4175,220493,A. Barreca,Left,71,"LWB, LB, LM",2,2,High/Medium,Lean (170-185),72.0,34.0,62.0,72.0,68.0,64.0,75,21,65,65,33,72,70,21,57,72,71,73,74,67,76,53,66,63,65,42,61,69,58,58,22,66,65,72,69,11,7,9,13,15,
4176,220509,L. Venuti,Right,71,"RWB, RB, LB",4,2,Medium/High,Normal (170-185),73.0,26.0,59.0,66.0,68.0,61.0,70,24,56,66,34,63,45,26,60,68,74,73,71,65,75,28,74,71,53,25,64,69,40,48,22,65,67,70,70,8,6,8,8,12,
4177,220529,L. Palmiero,Right,71,"CM, CDM",2,3,Medium/High,Normal (170-185),67.0,63.0,72.0,72.0,65.0,62.0,63,61,56,78,63,73,70,72,73,77,66,67,68,65,59,68,66,69,56,62,65,64,62,71,61,67,69,67,60,15,6,12,7,7,
4178,220534,S. Luperto,Left,71,CB,3,2,Low/Medium,Lean (185+),49.0,55.0,60.0,59.0,74.0,68.0,65,45,71,67,45,56,47,42,58,63,50,48,56,70,61,72,69,64,70,68,69,72,52,51,44,62,73,76,74,12,6,12,11,6,
4179,220609,V. Vada,Right,71,"LM, CAM, CM",4,3,Medium/Medium,Normal (170-185),61.0,64.0,73.0,71.0,66.0,73.0,72,65,52,75,64,69,73,74,71,70,63,59,78,75,78,67,57,75,77,61,62,71,70,74,58,68,68,66,61,8,13,15,16,6,
4180,220620,F. Hadergjonaj,Right,71,"RB, CDM, LB",3,3,High/Medium,Lean (170-185),81.0,48.0,65.0,69.0,65.0,70.0,70,47,63,69,41,68,44,42,67,70,80,81,75,64,71,59,70,85,64,41,64,64,57,62,44,60,66,67,64,15,6,12,8,11,
4181,220649,S. Vecchia,Right,71,"LW, RW",3,4,Medium/Medium,Normal (170-185),77.0,67.0,66.0,72.0,39.0,65.0,64,69,35,70,57,72,69,61,57,71,81,74,77,66,71,67,61,73,68,68,49,38,68,70,54,72,45,37,31,11,12,6,14,14,
4182,220665,G. Wüthrich,Right,71,CB,2,2,Medium/Medium,Normal (185+),55.0,35.0,49.0,52.0,71.0,80.0,37,33,67,58,32,47,30,29,54,56,54,55,56,68,34,41,80,70,89,34,71,70,36,50,39,66,73,72,69,7,9,14,15,10,
4183,220702,G. Silva,Left,71,"CB, LB",2,3,Low/Medium,Normal (185+),64.0,55.0,68.0,66.0,72.0,76.0,76,48,69,68,33,65,71,72,67,69,69,59,66,67,59,71,63,75,80,60,70,74,56,59,58,68,71,73,71,7,7,13,12,10,
4184,220826,L. Vásquez,Right,71,"CDM, CM",3,2,Medium/High,Normal (185+),28.0,55.0,60.0,60.0,66.0,75.0,37,52,60,71,38,59,32,32,71,70,29,28,30,74,54,59,69,67,79,64,74,70,56,67,37,58,65,68,60,9,6,9,15,15,
4185,220829,E. Torregrossa,Left,71,ST,3,4,Medium/Medium,Normal (170-185),71.0,70.0,55.0,68.0,28.0,72.0,44,74,70,62,62,64,55,54,49,69,70,71,79,71,63,72,87,76,81,60,40,25,74,58,72,68,23,23,21,10,9,5,13,8,
4186,220837,D. Machado,Left,71,"LB, LWB",3,2,High/Medium,Normal (170-185),86.0,56.0,63.0,71.0,65.0,70.0,70,57,63,68,43,72,40,32,60,68,83,88,77,62,80,57,82,76,66,56,67,64,60,63,57,58,66,65,67,13,12,8,12,11,
4187,220921,A. Esiti,Right,71,CDM,3,2,Low/High,Stocky (185+),56.0,46.0,57.0,58.0,71.0,81.0,43,33,67,68,35,59,41,34,67,64,63,50,36,65,40,71,46,72,88,51,83,72,48,52,55,66,70,72,70,10,10,9,14,13,
4188,220925,A. Schöpf,Right,71,"CM, RM",4,3,High/High,Lean (170-185),70.0,66.0,69.0,71.0,63.0,71.0,67,64,44,73,65,71,69,61,69,69,74,66,74,72,76,68,62,91,65,69,64,65,70,68,64,68,68,59,74,13,6,13,11,10,
4189,221168,D. Kownacki,Right,71,"ST, LM",3,3,Medium/Medium,Lean (185+),77.0,71.0,60.0,71.0,31.0,67.0,54,71,65,67,63,71,55,32,59,70,78,77,76,70,67,78,70,68,68,62,61,43,75,62,75,71,30,18,16,15,13,9,9,11,
4190,221323,J. Onguéné,Right,71,CB,3,2,Medium/Medium,Normal (185+),70.0,30.0,42.0,58.0,71.0,73.0,32,24,76,58,27,53,28,33,36,58,66,74,72,68,62,45,89,55,80,24,72,70,26,32,47,58,70,70,71,8,14,12,13,12,
4191,221367,D. Milošević,Right,71,"LM, CAM, CM",3,3,High/Medium,Normal (170-185),66.0,67.0,70.0,73.0,42.0,66.0,68,65,57,72,64,74,67,65,70,73,67,65,73,68,65,73,59,74,64,72,61,45,68,69,49,67,40,41,31,16,6,9,7,7,
4192,221587,J. Lolley,Left,71,"RM, LM, CAM",3,3,High/Medium,Lean (170-185),82.0,68.0,67.0,75.0,49.0,56.0,69,64,47,66,65,74,71,69,63,73,84,80,90,69,73,72,56,74,48,76,54,45,60,66,67,66,51,54,41,15,16,10,9,14,
4193,221621,S. Birnbaum,Right,71,CB,2,2,Low/High,Normal (185+),34.0,31.0,46.0,51.0,70.0,81.0,33,30,73,62,29,46,30,26,54,58,33,34,34,68,55,41,89,76,85,25,77,67,28,35,35,71,73,69,68,9,15,13,6,15,
4194,221629,L. Kappel,Right,71,"RM, LM",5,3,Medium/Medium,Normal (170-185),86.0,68.0,60.0,73.0,32.0,66.0,69,68,60,63,71,73,61,44,46,71,84,87,84,65,66,73,74,76,73,65,34,18,71,61,61,69,35,28,30,15,6,11,11,10,
4195,221774,Fernando Karanga,Right,71,ST,3,3,High/Low,Stocky (185+),63.0,71.0,52.0,62.0,30.0,76.0,29,74,82,66,67,64,60,32,54,65,72,56,61,64,34,75,77,70,80,59,74,17,74,53,68,61,36,19,21,8,7,13,12,11,
4196,221875,Son Jun Ho,Right,71,"CDM, CM",3,3,Medium/High,Lean (170-185),61.0,62.0,68.0,65.0,65.0,73.0,50,56,58,76,47,63,62,66,73,66,56,65,67,67,78,68,62,92,69,70,61,71,65,72,64,60,63,67,63,9,7,9,12,11,
4197,221931,P. Žulj,Left,71,"CM, CAM, CDM",3,4,High/Medium,Normal (185+),52.0,70.0,72.0,71.0,66.0,69.0,69,66,58,74,66,71,73,72,72,74,51,52,66,65,63,76,54,66,75,73,61,70,71,73,74,69,61,70,64,10,16,8,8,15,
4198,221982,P. Roberts,Left,71,"RM, RW, CAM",3,4,Medium/Low,Lean (170-),76.0,64.0,68.0,79.0,27.0,39.0,65,64,44,73,52,78,66,49,63,77,79,74,92,62,89,65,43,52,33,65,38,21,64,73,62,76,37,18,19,12,7,8,7,12,
4199,221990,Y. Cabral,Right,71,CB,2,2,Medium/Medium,Normal (185+),41.0,29.0,46.0,44.0,73.0,69.0,33,23,82,55,31,44,31,28,57,44,32,48,32,67,34,40,57,31,87,28,76,71,33,44,41,55,73,73,67,10,7,12,15,9,
4200,222262,C. Dessers,Right,71,ST,4,3,Medium/Medium,Normal (170-185),75.0,73.0,54.0,66.0,28.0,73.0,44,75,67,62,69,63,45,35,52,68,73,77,65,75,62,76,78,74,79,69,53,13,70,58,66,68,42,16,14,14,11,11,12,10,
4201,222352,A. Ajeti,Right,71,ST,4,3,High/Medium,Normal (170-185),74.0,70.0,60.0,70.0,29.0,71.0,59,74,71,62,70,68,59,33,57,70,72,75,71,69,71,76,89,68,75,60,62,16,73,65,56,79,38,19,17,13,9,6,12,16,
4202,222430,F. Viáfara,Right,71,RB,3,3,High/Low,Stocky (170-),89.0,53.0,61.0,68.0,62.0,56.0,72,47,53,58,38,64,52,34,61,63,83,93,95,61,87,67,88,89,32,58,66,56,52,62,38,59,62,67,72,10,16,7,11,10,
4203,222467,Ivi López,Right,71,"CF, LM",3,3,Medium/Medium,Normal (170-185),79.0,71.0,68.0,74.0,39.0,66.0,68,69,59,67,66,73,75,75,65,72,81,77,84,67,81,79,68,73,65,70,58,41,68,67,71,68,36,36,29,13,15,12,7,12,
4204,222572,Iván Villar,Right,71,GK,2,1,Medium/Medium,Lean (185+),0.0,0.0,0.0,0.0,0.0,0.0,13,12,16,23,12,21,20,15,22,17,32,33,38,70,37,51,52,30,52,15,18,18,12,46,23,46,10,15,15,71,69,68,69,70,32.0
4205,222590,M. Manotas,Right,71,ST,2,3,High/Low,Normal (170-185),72.0,71.0,59.0,70.0,33.0,67.0,51,74,65,70,62,70,43,39,54,69,72,72,70,69,72,75,71,74,61,62,73,27,75,60,69,66,29,31,27,8,13,15,9,11,
4206,222644,Y. Asad,Right,71,"LM, CAM",3,3,High/Medium,Normal (170-185),75.0,69.0,67.0,74.0,55.0,67.0,65,70,48,70,59,74,77,68,64,72,79,71,83,62,84,71,70,78,64,67,59,57,71,65,59,67,55,57,54,6,12,15,8,7,
4207,222969,J. Hergault,Right,71,"RB, RWB, LWB",3,3,Low/Medium,Normal (185+),48.0,44.0,67.0,69.0,69.0,72.0,72,40,52,69,28,69,69,48,63,71,44,51,71,68,64,50,37,83,73,50,62,73,56,65,42,63,68,73,72,13,10,9,11,13,
4208,222986,M. Morishige,Right,71,"CB, CDM",3,2,Medium/High,Normal (170-185),52.0,59.0,64.0,65.0,72.0,76.0,51,56,75,68,50,63,63,66,72,68,52,52,64,65,54,65,70,74,79,61,70,72,60,64,68,68,74,70,69,8,9,16,14,15,
4209,223143,U. Garcia,Left,71,"LB, LM",3,3,High/Medium,Normal (170-185),75.0,42.0,61.0,67.0,66.0,74.0,70,40,56,69,28,68,60,31,61,68,72,78,69,65,71,44,66,83,74,44,64,65,57,45,34,52,65,69,69,8,13,11,12,14,
4210,223212,O. Çağlayan,Right,71,"RM, ST, LM",3,3,High/Low,Normal (185+),84.0,66.0,66.0,73.0,31.0,66.0,68,68,64,69,62,73,65,64,63,74,85,83,81,65,70,67,67,65,72,61,53,30,66,60,62,59,29,24,22,7,9,16,16,6,
4211,223255,A. Witry,Right,71,RB,2,3,High/Medium,Lean (170-185),76.0,57.0,67.0,67.0,65.0,67.0,72,55,53,67,40,65,74,66,64,66,77,76,73,68,73,64,68,84,61,59,61,66,64,64,48,66,67,66,64,15,12,16,9,10,
4212,223302,Samu,Left,71,"LM, CM, CAM",3,3,High/Medium,Normal (170-185),77.0,58.0,64.0,77.0,44.0,56.0,63,63,48,67,48,78,65,52,63,76,78,77,80,70,80,62,64,69,48,43,58,36,67,63,62,67,47,45,42,12,9,11,9,8,
4213,223426,B. Zech,Right,71,CB,3,2,Medium/High,Normal (185+),80.0,29.0,55.0,53.0,74.0,72.0,44,23,66,66,28,45,48,27,59,55,81,80,59,69,60,40,71,71,75,26,65,75,39,53,35,68,77,73,70,8,14,10,14,12,
4214,223458,R. Mirzov,Right,71,"LM, LW",3,3,Medium/Medium,Normal (170-185),81.0,66.0,65.0,75.0,50.0,65.0,69,65,52,68,50,79,66,44,65,74,80,82,75,60,75,68,56,65,66,70,63,47,63,63,68,60,50,47,61,10,8,12,9,11,
4215,223489,A. Pešić,Right,71,ST,4,3,High/Medium,Normal (185+),66.0,70.0,62.0,66.0,45.0,77.0,58,72,71,70,69,66,56,55,49,71,65,67,62,66,40,73,74,71,82,65,73,30,73,67,67,71,43,48,46,14,12,14,10,10,
4216,223498,E. Cecchini,Right,71,"CDM, CM",2,3,High/Medium,Normal (170-185),65.0,65.0,68.0,68.0,71.0,71.0,67,62,65,74,40,68,59,43,65,70,64,66,69,64,64,74,62,70,67,74,82,68,67,67,43,64,72,74,68,16,15,6,16,9,
4217,223511,I. Chebake,Right,71,RB,2,2,Medium/Medium,Normal (170-185),70.0,45.0,57.0,68.0,70.0,71.0,62,35,71,62,44,70,51,49,60,65,68,72,72,66,71,57,70,82,64,49,74,68,58,42,57,54,68,72,70,9,11,14,10,11,
4218,223524,E. Goldaniga,Right,71,CB,3,2,Medium/High,Normal (185+),43.0,33.0,41.0,51.0,73.0,67.0,27,22,70,57,26,48,29,33,56,59,37,48,37,68,34,55,76,47,75,41,72,71,13,19,34,64,74,73,74,9,12,7,15,15,
4219,223685,O. Rivero,Right,71,ST,3,3,High/Medium,Normal (185+),70.0,71.0,48.0,69.0,25.0,76.0,25,70,70,62,71,68,26,24,57,71,71,69,72,69,54,74,74,73,81,69,69,22,73,53,73,67,20,19,20,11,13,9,14,14,
4220,223765,R. Bauer,Right,71,"RB, CB, LB",2,2,Medium/Medium,Normal (170-185),70.0,51.0,60.0,64.0,70.0,75.0,65,40,66,61,50,62,48,47,65,64,69,71,63,71,65,68,68,73,75,59,81,70,50,58,44,70,69,72,69,11,7,14,11,15,
4221,223866,S. Lovrič,Right,71,"CM, CDM",3,3,Medium/Medium,Normal (170-185),53.0,62.0,71.0,70.0,62.0,68.0,66,64,55,73,47,70,68,65,71,73,57,50,63,71,65,64,58,76,66,63,63,65,70,73,48,68,58,66,61,11,10,12,13,7,
4222,223867,A. Gruber,Left,71,"CF, RM, ST",3,3,High/Medium,Lean (170-185),82.0,71.0,69.0,71.0,34.0,65.0,68,72,62,69,68,69,72,73,64,69,81,82,84,72,82,71,82,74,58,74,66,24,71,70,62,71,23,41,36,13,11,9,15,8,
4223,223879,L. Ramos,Left,71,ST,4,3,High/Medium,Stocky (185+),68.0,73.0,54.0,66.0,32.0,78.0,37,75,75,65,77,65,51,45,48,68,69,67,71,65,57,70,75,66,85,70,77,21,72,57,70,70,40,21,22,13,13,8,10,12,
4224,224041,M. Schwäbe,Right,71,GK,3,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,21,15,15,53,15,20,20,9,49,39,49,43,45,61,46,57,64,36,70,17,28,17,12,66,28,61,21,16,17,72,68,76,68,73,47.0
4225,224146,Jesús Imaz,Right,71,"CF, CAM, ST",4,4,High/Medium,Lean (170-185),82.0,74.0,66.0,72.0,31.0,67.0,62,79,52,70,63,70,52,55,71,71,83,81,84,67,82,73,60,85,70,69,37,34,69,66,73,61,31,24,23,7,9,15,8,12,
4226,224189,Y. Barbet,Left,71,CB,2,3,Medium/Medium,Normal (185+),68.0,50.0,67.0,64.0,71.0,75.0,66,36,72,65,51,63,65,73,72,66,67,69,61,68,54,68,62,76,77,58,70,71,55,65,58,64,69,71,73,14,11,9,10,13,
4227,224198,K. Hafez,Left,71,"LB, LM",4,3,Medium/Medium,Stocky (170-185),79.0,45.0,66.0,69.0,66.0,71.0,71,33,59,66,22,70,69,68,62,69,77,80,66,63,77,59,66,75,68,58,73,65,68,63,38,55,67,68,68,7,13,16,11,7,
4228,224242,D. Luckassen,Right,71,"CB, RB, CDM",3,2,Medium/Medium,Normal (185+),75.0,58.0,64.0,67.0,68.0,79.0,56,48,72,68,32,67,67,70,67,69,70,79,65,67,59,81,86,73,83,67,77,64,58,62,46,63,68,69,67,9,10,9,7,6,
4229,224317,J. Cabrera,Right,71,"RM, RW, LM",2,3,Medium/Low,Normal (170-),74.0,62.0,67.0,72.0,40.0,63.0,73,59,37,68,50,73,57,43,64,65,74,74,74,69,89,67,59,69,56,62,73,37,73,71,63,77,33,46,52,14,13,12,6,10,
4230,224378,M. Bani,Right,71,CB,3,2,Medium/Medium,Lean (185+),56.0,18.0,42.0,53.0,73.0,70.0,22,18,70,62,17,50,20,17,57,54,59,54,54,69,48,23,74,61,76,16,67,72,12,28,19,64,72,77,73,9,14,8,6,11,
4231,224440,J. Pollersbeck,Right,71,GK,3,1,Medium/Medium,Lean (185+),0.0,0.0,0.0,0.0,0.0,0.0,20,12,12,52,17,14,18,19,44,19,24,32,22,68,24,54,51,22,63,14,20,10,6,58,22,24,13,14,15,73,66,72,70,73,27.0
4232,224442,B. Kamara,Right,71,GK,3,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,12,12,20,15,15,19,13,16,15,21,37,41,28,65,42,48,79,32,77,19,17,20,11,26,22,58,8,15,14,72,69,64,70,73,39.0
