sofifa_id,overall,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,total_position_count,preferred_foot_Encoded,work_rate1_Encoded,work_rate2_Encoded,first_position_Encoded,body_type_Encoded,pred_labels,name
155871,72,3,1,0.0,0.0,0.0,0.0,0.0,0.0,11,13,12,33,12,14,11,12,32,18,42,40,44,70,49,50,66,39,69,11,27,19,10,47,17,61,9,15,14,67,72,67,75,71,1,1,2,2,5,5,8,B. Białkowski
155887,72,3,2,47.0,60.0,72.0,69.0,67.0,73.0,70,54,58,76,69,70,74,63,76,73,47,47,50,68,66,72,29,81,74,62,71,67,54,68,58,74,68,68,66,7,14,16,16,16,2,1,2,2,2,5,11,M. Bradley
156483,72,3,1,0.0,0.0,0.0,0.0,0.0,0.0,23,13,23,34,18,24,27,30,32,35,40,45,44,71,45,58,62,35,55,16,45,17,16,51,54,41,21,22,13,73,70,77,69,70,1,1,2,2,5,1,8,C. Lucchetti
158856,72,4,2,34.0,73.0,72.0,66.0,73.0,72.0,68,69,78,75,73,67,70,55,74,71,33,35,49,68,48,80,61,65,77,75,73,71,74,75,64,73,70,76,75,15,11,16,7,8,3,1,2,2,4,5,11,C. Gentner
163050,72,3,2,56.0,74.0,62.0,65.0,39.0,67.0,61,79,76,66,74,58,65,55,53,71,60,52,64,77,71,72,55,53,72,64,75,33,80,65,75,82,39,34,28,7,8,11,11,8,1,1,2,0,14,7,0,B. Sharp
164459,72,3,3,51.0,69.0,77.0,67.0,68.0,71.0,80,62,65,77,73,63,84,82,75,72,51,51,63,75,72,77,72,83,62,73,80,71,66,70,75,74,71,66,60,7,11,14,14,8,2,1,2,0,4,1,12,S. Larsson
165429,72,3,3,71.0,74.0,66.0,70.0,41.0,72.0,65,74,67,66,70,68,73,75,60,70,73,70,75,65,77,79,70,68,76,71,69,40,77,69,74,70,35,39,38,14,10,12,8,12,1,0,0,1,14,4,0,C. Keșerü
167435,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,15,14,14,23,13,13,14,15,22,26,36,35,40,62,44,53,55,27,66,14,38,28,15,59,18,51,29,12,13,68,74,70,73,72,1,1,2,2,5,4,8,O. Ustari
167524,72,2,2,66.0,46.0,60.0,65.0,68.0,88.0,63,34,70,62,52,64,71,51,61,65,64,68,69,67,54,59,80,83,91,50,87,67,53,50,63,70,64,70,71,9,16,10,10,13,2,0,2,0,1,4,19,J. Torres Nilo
168354,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,12,17,13,36,13,18,14,16,37,22,30,43,45,67,40,52,70,33,65,18,18,10,10,60,21,64,27,10,12,70,72,69,74,72,1,0,2,2,5,8,8,E. Viviano
169214,72,4,4,81.0,73.0,65.0,75.0,41.0,63.0,63,74,60,72,68,73,73,62,49,74,82,80,87,72,80,75,32,73,67,68,47,40,76,64,80,77,46,33,28,13,11,10,13,15,3,1,0,2,7,1,5,S. Sinclair
169216,72,2,3,81.0,69.0,61.0,72.0,36.0,67.0,72,68,76,64,67,74,54,37,49,71,83,80,69,74,72,73,92,58,64,64,80,42,76,63,72,67,31,27,24,11,13,10,11,10,1,1,0,0,14,4,0,S. Long
171018,72,4,2,41.0,65.0,70.0,64.0,68.0,75.0,64,60,68,73,43,60,66,70,72,73,34,47,57,70,43,79,58,64,82,68,74,70,64,71,59,74,64,71,70,9,13,16,12,11,2,1,2,0,2,5,11,Mario Suárez
172316,72,4,3,60.0,66.0,67.0,68.0,73.0,65.0,74,66,83,71,56,66,70,46,63,73,63,58,64,67,62,74,80,59,62,60,75,73,69,60,71,66,74,70,70,10,9,13,6,16,2,1,0,2,10,1,12,Coke
172553,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,14,12,17,33,11,15,14,13,67,20,29,34,32,64,30,51,51,35,70,15,17,20,10,57,12,56,20,13,15,73,72,68,70,72,1,1,2,2,5,5,8,J. Lössl
172685,72,3,2,68.0,40.0,66.0,61.0,72.0,75.0,68,32,62,70,33,54,60,27,69,68,69,68,63,72,65,55,71,76,74,40,78,74,57,64,41,69,73,73,73,13,5,11,5,11,3,1,1,0,1,5,13,José Crespo
176285,72,3,2,40.0,51.0,45.0,41.0,73.0,68.0,28,46,77,55,30,34,33,38,50,43,38,41,49,71,39,69,71,34,81,53,78,73,42,44,55,55,70,74,74,13,15,9,10,12,1,1,1,0,1,5,15,W. Reid
176619,72,3,3,69.0,72.0,64.0,68.0,42.0,72.0,67,70,74,66,70,64,67,48,57,71,68,70,67,70,67,80,88,69,75,68,62,43,78,67,73,78,44,33,28,9,14,13,14,6,1,1,2,2,14,2,0,A. Ramos
176994,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,10,9,10,29,10,10,9,10,30,28,39,46,32,74,32,53,68,38,68,8,35,13,6,27,24,59,10,12,13,70,69,71,70,72,1,1,2,2,5,4,8,R. Gurtner
177299,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,16,20,18,22,17,10,19,14,24,20,44,47,52,67,54,49,67,32,57,15,23,26,12,25,14,29,20,15,18,69,70,65,74,74,1,1,2,2,5,4,8,A. Gabbarini
177448,72,2,3,36.0,45.0,61.0,63.0,69.0,81.0,49,34,65,68,45,64,55,33,68,66,39,34,47,70,59,66,74,85,80,47,80,68,50,64,45,70,67,73,72,15,12,11,16,6,3,1,1,2,2,4,11,G. Svensson
177896,72,3,3,50.0,70.0,75.0,72.0,58.0,69.0,69,66,52,76,71,70,77,79,75,76,53,47,71,72,65,76,53,70,72,75,65,59,68,78,55,73,55,65,47,12,8,8,12,6,3,0,2,2,0,2,12,M. Vrančić
178051,72,2,2,44.0,54.0,65.0,64.0,71.0,81.0,59,51,68,71,32,62,52,41,69,69,34,53,58,68,48,66,73,80,83,54,77,68,63,65,48,70,70,74,70,7,11,9,12,9,2,1,2,0,2,5,11,L. Deaux
178614,72,3,2,63.0,44.0,54.0,59.0,71.0,81.0,59,43,74,56,38,55,51,47,51,61,65,62,58,68,72,45,80,72,87,42,78,70,44,52,54,68,71,69,71,6,9,13,12,13,1,1,1,0,1,4,13,Varela
178628,72,3,4,75.0,71.0,69.0,75.0,48.0,64.0,66,70,59,73,71,74,70,65,61,75,79,71,84,66,85,73,84,59,62,70,71,42,71,73,67,73,50,49,36,6,6,7,12,8,3,1,0,2,0,4,5,F. Forestieri
179516,72,3,3,58.0,78.0,61.0,66.0,40.0,75.0,60,79,72,63,71,64,70,68,57,68,60,57,60,72,67,82,72,72,76,76,75,36,74,58,79,69,38,35,34,15,10,12,12,14,1,0,0,0,14,7,0,R. Hennings
179551,72,3,3,73.0,72.0,58.0,70.0,33.0,79.0,54,72,69,62,77,69,61,52,48,70,70,76,73,73,69,74,86,80,81,68,69,34,74,63,71,72,39,20,19,7,10,12,12,6,2,1,2,2,14,4,0,O. Kamara
179565,72,4,3,62.0,72.0,59.0,71.0,38.0,64.0,50,75,78,65,73,68,56,55,56,74,65,60,78,65,83,78,85,61,67,58,56,43,75,61,76,65,25,39,24,14,12,7,14,13,2,1,2,2,14,4,0,M. Gavranović
180706,72,3,2,35.0,37.0,55.0,53.0,74.0,71.0,39,29,76,67,30,47,39,39,64,58,34,35,50,72,50,56,67,57,77,41,73,73,33,52,28,71,77,73,72,8,6,12,9,13,2,1,2,0,1,2,15,C. Cathcart
181236,72,5,4,66.0,69.0,70.0,71.0,59.0,64.0,63,69,60,73,65,72,65,74,72,74,69,64,68,69,65,68,52,59,65,71,70,62,73,72,66,66,59,57,54,13,13,11,15,10,2,0,0,2,0,4,12,Fernando Boldrin
181404,72,3,2,43.0,44.0,51.0,51.0,72.0,84.0,40,40,80,56,33,51,48,37,54,56,42,44,30,65,32,48,71,79,89,50,83,71,27,55,58,58,70,71,71,11,12,12,13,7,1,1,1,2,1,8,15,L. Mabiala
182133,72,2,2,35.0,53.0,54.0,56.0,74.0,76.0,39,53,78,67,62,56,39,52,69,61,34,35,32,67,34,64,61,67,84,41,73,71,53,41,51,76,73,76,71,12,12,12,8,7,1,0,1,2,1,5,15,A. Epureanu
182212,72,4,3,62.0,72.0,63.0,69.0,35.0,77.0,62,72,78,67,75,69,66,56,55,70,60,63,65,76,62,73,85,58,86,70,75,15,73,62,78,74,42,31,19,10,11,11,6,8,1,1,2,1,14,5,0,A. Modeste
182632,72,4,4,70.0,69.0,74.0,79.0,64.0,66.0,72,62,61,75,72,80,82,73,74,79,72,68,78,68,81,79,68,67,62,72,73,64,65,74,71,83,67,63,58,14,13,8,16,6,3,1,2,2,4,1,12,Rúben Ribeiro
182859,72,3,2,67.0,52.0,63.0,65.0,69.0,71.0,40,42,44,74,48,55,52,59,69,73,72,62,75,60,80,70,81,74,65,52,80,72,60,65,59,75,65,76,78,9,5,11,6,6,3,1,0,0,2,6,19,W. Gargano
183254,72,2,2,39.0,52.0,55.0,53.0,72.0,82.0,47,49,72,60,55,49,53,50,59,53,47,33,57,69,48,62,90,69,88,55,79,71,39,53,46,70,70,73,72,16,6,16,15,16,1,1,1,0,1,5,11,Paulo Vinícius
183280,72,3,2,46.0,48.0,53.0,58.0,71.0,77.0,36,45,71,63,39,56,43,55,66,60,39,51,50,70,53,70,70,56,88,41,77,71,24,44,48,73,72,71,70,5,3,5,5,3,1,1,2,2,1,5,13,A. Rami
183346,72,3,3,57.0,70.0,71.0,69.0,69.0,74.0,70,68,67,72,71,69,70,67,72,72,54,60,59,67,63,74,68,82,74,70,63,72,68,69,66,74,70,67,65,12,15,8,11,14,1,1,2,2,2,4,12,F. Frei
183491,72,2,2,52.0,39.0,57.0,54.0,72.0,79.0,47,34,71,65,40,46,35,26,62,60,53,52,60,67,59,62,72,67,83,30,84,70,43,62,27,67,71,75,70,16,9,9,14,13,1,1,2,2,1,5,13,Zanka
183632,72,4,2,58.0,67.0,68.0,68.0,71.0,71.0,66,64,70,71,69,66,69,62,68,71,61,55,65,71,73,71,81,74,70,71,68,73,68,66,62,70,70,72,68,6,15,14,15,6,2,1,2,0,2,4,12,R. Tesche
183774,72,2,2,38.0,25.0,46.0,36.0,74.0,71.0,27,20,73,65,16,24,22,25,65,48,36,39,30,66,34,43,73,51,77,22,81,72,22,31,28,54,74,75,74,6,16,12,8,12,1,1,1,2,1,5,15,R. Bennett
183916,72,3,2,59.0,64.0,72.0,72.0,72.0,66.0,72,58,69,75,63,73,73,69,70,74,64,55,66,68,77,77,68,61,66,67,73,73,69,67,55,69,73,73,71,13,9,7,15,7,2,1,2,2,10,4,12,J. Pied
184035,72,3,3,78.0,54.0,62.0,68.0,69.0,73.0,71,50,60,63,25,67,62,46,59,67,80,77,75,68,68,71,72,76,75,58,64,69,56,58,34,67,71,71,70,12,9,11,15,6,2,0,2,2,6,7,19,B. Angulo
184089,72,3,4,71.0,69.0,69.0,77.0,32.0,48.0,68,66,32,70,66,79,75,71,69,75,75,67,80,66,77,74,73,53,44,70,47,33,72,67,70,78,26,38,30,8,15,14,7,12,3,0,2,2,12,1,5,M. Carcela-González
184183,72,2,2,43.0,41.0,48.0,41.0,72.0,81.0,36,33,77,58,22,30,33,39,61,48,35,49,33,68,50,70,40,69,90,35,83,71,37,38,40,72,70,73,72,16,7,12,16,10,1,1,2,0,1,5,15,S. Dewaest
184290,72,3,2,50.0,72.0,53.0,59.0,33.0,77.0,36,73,78,67,70,58,46,34,45,68,48,52,34,76,34,75,73,72,88,65,56,28,83,59,69,73,31,27,24,12,15,16,10,16,1,1,0,1,14,2,6,T. Pekhart
184436,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,14,11,17,30,13,14,11,11,28,23,59,59,33,68,44,52,80,39,66,13,37,24,17,44,21,58,15,12,17,72,70,69,73,72,1,1,2,2,5,8,8,A. Smithies
184626,72,3,2,38.0,52.0,59.0,60.0,70.0,82.0,58,55,80,68,60,58,57,46,65,62,42,35,56,70,45,64,88,76,86,27,76,67,46,45,83,73,68,70,73,9,8,16,14,6,1,1,2,0,1,5,11,N. Sánchez
184749,72,3,3,50.0,68.0,71.0,68.0,70.0,67.0,68,66,65,75,64,65,63,57,74,73,51,50,62,74,67,71,64,66,65,73,73,71,70,71,61,76,70,70,68,6,15,14,15,6,1,1,2,2,4,4,12,D. Gosling
185144,72,4,3,63.0,74.0,51.0,69.0,25.0,62.0,35,76,75,62,63,67,67,68,39,73,67,59,62,73,64,77,53,55,72,72,50,26,75,48,67,70,18,17,16,15,10,7,11,16,1,1,0,1,14,4,6,M. Coda
185172,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,8,15,9,28,7,14,9,4,25,19,36,42,55,70,35,48,71,31,61,6,11,15,10,48,22,62,20,10,10,73,68,64,70,76,1,1,2,2,5,2,8,V. Fiorillo
186115,72,2,3,74.0,57.0,68.0,72.0,69.0,69.0,70,51,65,72,47,71,66,52,65,72,73,74,76,72,74,67,71,69,67,59,72,71,68,65,63,72,70,69,69,6,11,8,9,15,2,0,0,2,6,1,19,K. Gibbs
186132,72,4,3,53.0,66.0,73.0,72.0,70.0,63.0,64,60,61,76,69,71,72,69,77,73,60,48,67,75,76,75,52,50,67,71,74,72,68,76,53,77,69,71,70,12,6,8,9,12,2,1,2,2,4,7,12,D. Drinkwater
186140,72,3,3,69.0,73.0,58.0,71.0,30.0,63.0,59,75,70,68,72,71,69,51,25,74,67,70,70,68,65,73,70,65,71,69,41,35,75,63,72,70,38,11,12,14,12,11,11,7,3,1,2,1,14,5,0,F. Macheda
186158,72,3,2,53.0,27.0,49.0,50.0,72.0,81.0,39,24,73,65,23,44,33,34,53,60,52,53,34,63,40,36,61,68,90,20,78,69,25,38,46,66,72,74,72,6,10,14,10,7,1,1,2,0,1,5,15,K. Bartley
186307,72,4,4,61.0,74.0,73.0,75.0,34.0,62.0,74,68,61,75,77,73,79,79,69,77,60,61,74,67,90,82,68,53,66,80,64,34,70,70,73,70,20,38,34,14,11,8,15,13,3,1,2,1,0,4,5,M. Fabián
186405,72,3,3,68.0,71.0,66.0,70.0,45.0,76.0,60,72,77,71,73,69,69,49,63,73,67,68,65,72,64,74,67,73,79,66,72,43,72,69,72,72,47,38,32,7,10,10,10,9,1,1,0,2,14,2,0,F. Di Santo
186935,72,3,3,53.0,66.0,70.0,70.0,69.0,71.0,66,61,66,74,65,70,67,67,70,74,51,55,60,70,61,71,62,69,70,72,80,72,69,70,60,70,68,70,66,15,13,11,13,13,2,1,1,2,2,2,12,Claudemir
186990,72,4,1,0.0,0.0,0.0,0.0,0.0,0.0,11,11,22,36,15,16,25,13,23,19,32,34,47,68,41,53,67,45,73,14,27,19,11,60,39,52,15,13,14,72,70,70,76,68,1,1,2,2,5,4,8,H. González
187043,72,3,3,65.0,67.0,73.0,71.0,68.0,72.0,70,65,53,74,64,67,72,75,73,74,64,66,72,73,74,72,64,78,66,71,82,65,68,74,51,76,73,70,63,7,16,7,9,14,2,0,0,0,4,4,12,S. Johansen
187205,72,2,3,72.0,57.0,67.0,67.0,72.0,69.0,67,50,70,70,52,62,65,55,65,70,70,73,73,68,74,68,86,75,64,62,70,72,62,65,60,65,73,72,66,11,9,7,9,8,1,0,0,2,6,1,19,L. Fuentes
187298,72,2,2,47.0,48.0,53.0,56.0,72.0,81.0,44,41,72,64,45,52,39,42,57,61,52,42,46,66,54,63,70,71,90,52,75,71,40,46,50,70,74,72,69,11,6,10,16,14,1,1,1,2,1,1,13,H. Rodríguez
187517,72,3,2,67.0,41.0,58.0,46.0,72.0,74.0,51,30,73,62,38,33,72,62,64,63,68,66,37,66,43,71,75,60,80,36,75,75,25,51,68,66,69,73,71,11,6,6,13,7,1,1,2,2,1,5,13,V. Vasin
187858,72,4,4,71.0,72.0,74.0,73.0,46.0,68.0,74,68,54,73,73,74,76,76,75,74,74,69,68,67,71,75,72,68,71,76,58,52,70,72,75,76,37,50,41,8,11,7,10,13,3,1,0,2,0,4,5,P. Mpoku
188091,72,3,3,86.0,70.0,61.0,74.0,36.0,76.0,61,70,61,67,67,73,68,53,51,73,87,86,85,69,83,77,89,81,74,67,71,38,74,56,59,62,39,29,19,15,6,9,7,15,2,1,0,0,14,4,0,F. Gulbrandsen
188270,72,3,2,42.0,35.0,56.0,49.0,71.0,83.0,59,27,77,62,28,44,35,25,65,59,34,48,31,69,32,58,90,78,86,34,82,70,23,51,46,67,71,69,69,12,16,8,14,7,1,1,1,0,1,8,15,B. Ecuélé Manga
188537,72,3,4,84.0,67.0,65.0,71.0,63.0,68.0,71,70,52,70,68,71,45,39,69,70,78,89,70,72,72,69,59,77,65,61,67,65,65,58,50,73,61,66,64,12,12,8,11,16,2,1,0,0,11,1,19,L. Négo
189043,72,3,3,70.0,59.0,69.0,69.0,68.0,67.0,74,54,64,67,56,69,77,77,64,66,72,69,74,72,74,63,76,73,62,60,71,67,66,65,88,67,73,65,70,9,11,16,14,6,3,1,2,2,13,1,12,D. Brosinski
189061,72,3,1,0.0,0.0,0.0,0.0,0.0,0.0,11,14,13,23,11,11,15,11,22,20,48,43,41,65,31,51,63,32,65,15,32,18,14,18,17,36,18,14,14,72,70,68,73,73,1,1,2,2,5,5,8,S. Burchert
189157,72,3,5,76.0,68.0,66.0,76.0,34.0,75.0,69,65,69,68,53,79,65,49,63,75,75,77,75,70,67,80,85,66,79,67,76,31,72,65,65,73,29,34,17,8,9,12,14,6,2,1,0,1,7,5,0,Y. Bolasie
189342,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,13,11,13,24,8,18,11,18,28,22,43,41,36,62,40,44,71,34,60,6,32,18,11,35,22,64,20,12,13,74,70,58,74,76,1,0,2,2,5,2,8,C. Pinsoglio
189388,72,2,3,82.0,40.0,64.0,64.0,68.0,74.0,71,26,66,65,28,65,56,53,65,66,80,84,58,70,49,69,68,78,74,39,68,68,53,57,44,70,68,68,69,6,14,10,11,7,2,1,0,0,13,4,14,D. Diekmeier
189462,72,3,3,82.0,69.0,68.0,74.0,36.0,61.0,69,67,55,70,69,73,68,65,59,72,84,81,84,70,83,75,70,55,61,69,66,42,69,69,68,69,24,39,28,11,10,9,11,9,2,1,2,2,7,4,5,J. Hoilett
189468,72,4,4,75.0,64.0,69.0,72.0,56.0,79.0,70,64,55,71,62,72,73,69,66,71,76,75,82,64,77,66,59,86,76,62,85,52,72,67,59,65,58,59,52,16,7,11,8,11,2,1,2,0,11,4,12,Daniel Candeias
189508,72,2,3,38.0,68.0,76.0,73.0,46.0,58.0,71,66,49,79,69,73,78,73,73,76,38,38,61,70,73,68,32,46,68,70,55,49,74,78,71,76,45,50,28,8,16,8,15,8,2,1,2,1,0,4,5,Víctor Vázquez
189561,72,5,3,79.0,69.0,60.0,70.0,23.0,68.0,62,71,71,67,60,72,52,42,52,73,74,83,69,65,54,79,77,65,85,60,26,27,70,57,61,57,12,15,19,7,8,12,7,9,2,1,2,1,14,5,18,B. Koita
189576,72,2,2,70.0,35.0,57.0,57.0,71.0,73.0,59,40,72,69,44,52,57,34,52,60,66,73,66,69,53,22,85,65,76,34,72,71,39,44,41,66,69,72,73,12,10,8,15,16,2,1,2,2,1,1,13,Ramalho
189680,72,4,3,75.0,54.0,69.0,73.0,70.0,67.0,70,43,59,73,59,71,57,60,67,72,74,76,77,71,83,72,76,63,63,56,81,71,68,66,60,73,71,70,71,12,10,11,15,6,2,1,2,2,6,1,19,Fábio
189945,72,3,3,72.0,67.0,72.0,74.0,38.0,67.0,75,62,50,74,60,73,73,69,65,73,73,72,77,72,78,77,52,80,65,69,57,40,74,73,61,72,38,33,35,10,10,12,15,14,2,1,2,2,12,4,5,Y. Ravet
190507,72,3,2,39.0,35.0,49.0,56.0,73.0,77.0,36,29,75,67,38,47,35,43,59,65,33,43,66,63,48,54,80,67,81,34,80,70,28,30,30,66,73,75,68,6,7,8,10,7,1,1,1,2,1,5,15,Etxeita
190535,72,4,3,44.0,66.0,78.0,72.0,55.0,53.0,75,64,53,81,61,72,77,70,77,78,46,42,60,73,60,66,49,43,58,72,55,60,60,78,70,66,58,52,46,12,12,10,9,7,2,1,2,2,4,1,11,Míchel
190593,72,4,3,71.0,74.0,74.0,74.0,46.0,73.0,73,71,56,74,65,75,80,79,72,75,69,72,79,62,68,81,68,80,71,77,72,44,66,74,70,69,41,47,50,15,16,13,13,13,3,0,0,2,0,4,5,D. Aleksić
190640,72,3,2,78.0,56.0,61.0,62.0,72.0,81.0,47,51,69,69,46,57,51,52,63,65,68,86,67,68,59,69,90,78,80,57,83,72,51,62,57,70,73,71,75,8,9,16,8,7,3,1,2,0,2,5,19,V. Pálsson
190738,72,4,3,79.0,70.0,67.0,71.0,42.0,75.0,66,71,66,73,71,72,64,36,59,73,71,85,67,72,63,75,72,79,77,64,66,43,73,70,56,71,43,36,33,13,15,15,16,13,2,1,2,2,14,5,0,H. Nielsen
190915,72,3,3,60.0,73.0,65.0,68.0,41.0,81.0,62,74,73,68,69,67,56,43,64,71,64,56,61,73,68,79,81,72,86,66,79,56,75,69,67,70,26,39,25,13,9,7,7,13,1,0,2,2,14,5,0,K. Wilczek
190919,72,4,4,64.0,74.0,70.0,74.0,43.0,63.0,67,71,74,70,78,72,78,74,65,74,66,63,79,72,79,77,70,70,64,74,52,40,75,73,82,77,38,46,27,10,8,9,10,14,3,1,2,1,14,4,5,F. Montero
190971,72,4,2,56.0,65.0,66.0,72.0,68.0,74.0,47,55,64,79,69,73,66,51,75,73,60,52,65,70,72,84,64,60,77,66,86,65,63,60,66,77,70,70,69,9,12,15,16,8,2,1,2,0,2,4,12,O. Alonso
191058,72,3,3,72.0,57.0,68.0,64.0,67.0,71.0,71,50,58,68,47,61,65,66,69,66,70,74,70,69,76,68,60,87,67,65,66,69,62,63,57,54,66,68,69,12,14,9,12,8,1,0,2,0,6,1,19,Camora
191083,72,3,2,52.0,72.0,54.0,66.0,33.0,81.0,39,76,74,67,65,64,38,33,40,72,54,51,61,70,51,79,91,79,88,57,64,26,78,64,78,73,28,30,25,7,13,16,12,8,1,1,0,1,14,5,6,P. Mortensen
192102,72,3,3,76.0,59.0,69.0,72.0,66.0,65.0,72,58,50,73,56,71,65,51,65,71,80,73,77,70,81,67,78,76,56,57,70,68,64,67,50,74,67,70,65,7,8,13,16,15,3,0,0,0,6,1,19,N. Hult
192156,72,2,3,73.0,57.0,65.0,69.0,72.0,69.0,66,49,63,65,59,67,66,70,62,70,73,73,73,70,74,62,79,69,67,72,72,74,62,65,37,73,72,73,71,16,12,6,8,10,2,0,2,0,9,4,19,Rúben Lima
192241,72,3,3,74.0,62.0,67.0,69.0,66.0,82.0,68,60,55,73,53,67,59,51,59,68,77,71,79,65,75,67,86,95,77,64,77,68,65,67,56,70,66,66,68,16,15,16,7,10,1,1,0,2,10,4,19,R. Grant
192317,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,11,11,12,40,11,11,12,11,25,22,53,47,37,67,59,53,56,39,61,11,22,22,16,42,41,30,12,12,11,73,70,70,70,72,1,0,2,2,5,5,8,J. Steer
192373,72,3,3,41.0,74.0,61.0,68.0,27.0,79.0,64,76,86,65,70,70,55,47,55,71,49,34,62,66,34,76,81,63,91,68,69,25,75,58,78,73,21,19,18,14,10,6,8,12,1,0,2,2,14,5,6,M. Caraglio
192495,72,3,3,69.0,60.0,70.0,73.0,61.0,70.0,57,58,55,78,62,70,65,51,75,75,68,69,79,69,78,60,42,77,70,66,68,58,62,73,57,76,66,63,52,12,11,6,15,6,2,1,1,0,4,2,10,R. Sawyers
192537,72,4,3,76.0,70.0,69.0,75.0,36.0,53.0,70,69,52,67,69,75,73,69,69,73,77,75,84,70,79,73,76,66,43,70,54,35,72,70,67,73,41,27,34,9,15,12,11,7,3,0,0,2,8,1,5,M. Lestienne
192565,72,4,4,68.0,66.0,73.0,75.0,33.0,55.0,70,66,40,75,68,75,74,69,70,76,71,66,76,69,79,64,64,70,52,65,43,46,70,74,81,72,31,29,21,13,14,14,15,10,2,1,2,2,0,1,5,Y. Mallı
192587,72,4,3,61.0,69.0,70.0,71.0,73.0,76.0,68,64,74,73,61,70,69,65,72,74,62,60,63,73,68,75,78,74,76,74,80,73,74,69,65,73,72,75,73,6,14,10,12,11,3,1,2,0,4,4,12,A. Ioniță
192622,72,3,2,41.0,47.0,49.0,48.0,72.0,79.0,38,40,79,60,30,45,37,33,60,55,40,42,32,62,36,62,87,63,84,49,83,72,58,41,45,57,68,73,71,9,11,16,8,12,1,1,1,0,1,5,15,S. Duffy
192725,72,3,2,64.0,39.0,67.0,66.0,72.0,71.0,70,35,73,72,38,62,42,40,74,70,61,66,63,69,63,56,77,63,74,33,71,72,27,65,42,74,71,72,71,13,13,15,7,15,2,0,2,2,1,5,13,M. Le Marchand
193062,72,3,3,72.0,62.0,68.0,73.0,73.0,72.0,73,56,60,70,59,75,69,52,61,76,66,76,66,74,53,75,61,72,74,64,71,73,74,66,53,68,74,76,71,12,15,12,11,10,2,0,0,2,7,5,12,M. Zeegelaar
193185,72,3,3,73.0,63.0,64.0,70.0,66.0,70.0,73,58,57,65,58,71,40,63,64,70,69,76,73,69,65,69,71,75,69,67,66,69,66,58,64,64,64,68,67,12,9,11,9,7,2,0,0,2,9,2,19,S. Malone
193186,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,11,13,11,31,11,21,18,18,21,32,51,53,54,71,58,46,47,34,76,11,16,24,18,48,43,60,12,14,13,73,65,61,73,75,1,1,2,2,5,8,8,N. Etheridge
193277,72,3,1,0.0,0.0,0.0,0.0,0.0,0.0,13,11,14,31,10,13,21,10,20,30,45,48,61,67,59,56,80,38,66,17,22,22,13,48,15,28,22,24,23,72,68,75,69,74,1,0,2,2,5,4,8,J. Siebenhandl
193337,72,3,3,83.0,67.0,69.0,74.0,74.0,75.0,63,68,64,74,61,71,60,56,67,72,86,80,87,76,83,71,80,72,76,65,77,77,71,73,59,74,73,79,70,13,9,12,15,13,3,0,0,0,4,4,12,J. Obi
193461,72,3,4,87.0,65.0,67.0,74.0,58.0,60.0,57,63,40,71,60,72,66,61,65,70,87,87,87,71,90,67,69,80,51,65,54,60,71,72,70,75,65,55,57,10,13,15,16,7,3,1,0,0,0,6,10,Fredy
193485,72,3,3,70.0,70.0,71.0,73.0,34.0,49.0,63,68,55,71,59,73,75,77,67,69,71,70,81,70,84,75,60,65,38,77,53,32,64,81,65,65,35,29,28,11,7,7,13,14,3,1,0,2,0,3,5,Á. Peña
193584,72,5,3,59.0,72.0,66.0,69.0,39.0,80.0,69,70,74,73,72,70,62,42,58,69,54,63,62,78,62,79,72,77,80,70,84,34,77,64,64,77,35,39,21,12,7,14,10,9,1,1,0,0,14,5,0,G. Burgstaller
193844,72,3,3,64.0,69.0,74.0,73.0,55.0,62.0,75,70,59,74,64,73,76,63,72,71,66,63,74,72,82,68,56,65,63,69,57,56,73,75,62,70,52,56,53,14,15,8,16,11,2,1,2,2,11,3,5,Portillo
193860,72,4,3,72.0,67.0,71.0,69.0,65.0,69.0,75,68,58,73,64,67,70,64,72,70,69,75,76,69,74,71,54,76,68,64,65,66,70,67,55,71,65,66,68,15,13,9,16,16,3,1,0,2,11,4,12,T. Schick
193870,72,3,1,0.0,0.0,0.0,0.0,0.0,0.0,15,15,17,20,14,22,16,13,23,10,45,45,50,73,51,54,65,36,67,20,37,18,14,29,14,37,10,13,14,67,69,72,70,75,1,1,2,2,5,5,8,Pedro Trigueira
